x,y,on_top,density
   0.00000,    0.00000,   1.88618E+05,   6.17391E+02
   0.00000,    0.05000,   2.63425E+04,   2.29587E+02
   0.00000,    0.10000,   3.75183E+03,   8.66338E+01
   0.00000,    0.15000,   5.75429E+02,   3.39305E+01
   0.00000,    0.20000,   1.04072E+02,   1.44577E+01
   0.00000,    0.25000,   2.59127E+01,   7.26726E+00
   0.00000,    0.30000,   1.00396E+01,   4.57434E+00
   0.00000,    0.35000,   5.77096E+00,   3.49025E+00
   0.00000,    0.40000,   4.14124E+00,   2.95530E+00
   0.00000,    0.45000,   3.21532E+00,   2.59479E+00
   0.00000,    0.50000,   2.52030E+00,   2.28787E+00
   0.00000,    0.55000,   1.94682E+00,   2.00321E+00
   0.00000,    0.60000,   1.47415E+00,   1.73750E+00
   0.00000,    0.65000,   1.09557E+00,   1.49379E+00
   0.00000,    0.70000,   8.01616E-01,   1.27494E+00
   0.00000,    0.75000,   5.79407E-01,   1.08205E+00
   0.00000,    0.80000,   4.14950E-01,   9.14572E-01
   0.00000,    0.85000,   2.95162E-01,   7.70775E-01
   0.00000,    0.90000,   2.08920E-01,   6.48305E-01
   0.00000,    0.95000,   1.47354E-01,   5.44592E-01
   0.00000,    1.00000,   1.03675E-01,   4.57122E-01
   0.00000,    1.05000,   7.28284E-02,   3.83569E-01
   0.00000,    1.10000,   5.11173E-02,   3.21854E-01
   0.00000,    1.15000,   3.58727E-02,   2.70151E-01
   0.00000,    1.20000,   2.51844E-02,   2.26878E-01
   0.00000,    1.25000,   1.76957E-02,   1.90678E-01
   0.00000,    1.30000,   1.24485E-02,   1.60394E-01
   0.00000,    1.35000,   8.76979E-03,   1.35049E-01
   0.00000,    1.40000,   6.18793E-03,   1.13824E-01
   0.00000,    1.45000,   4.37350E-03,   9.60338E-02
   0.00000,    1.50000,   3.09647E-03,   8.11082E-02
   0.00000,    1.55000,   2.19625E-03,   6.85739E-02
   0.00000,    1.60000,   1.56062E-03,   5.80378E-02
   0.00000,    1.65000,   1.11108E-03,   4.91729E-02
   0.00000,    1.70000,   7.92605E-04,   4.17072E-02
   0.00000,    1.75000,   5.66586E-04,   3.54140E-02
   0.00000,    1.80000,   4.05886E-04,   3.01039E-02
   0.00000,    1.85000,   2.91406E-04,   2.56188E-02
   0.00000,    1.90000,   2.09683E-04,   2.18264E-02
   0.00000,    1.95000,   1.51219E-04,   1.86159E-02
   0.00000,    2.00000,   1.09300E-04,   1.58948E-02
   0.05000,    0.00000,   2.63425E+04,   2.29587E+02
   0.05000,    0.05000,   1.16826E+04,   1.52887E+02
   0.05000,    0.10000,   2.38874E+03,   6.91252E+01
   0.05000,    0.15000,   4.29665E+02,   2.93225E+01
   0.05000,    0.20000,   8.59080E+01,   1.31423E+01
   0.05000,    0.25000,   2.31154E+01,   6.87044E+00
   0.05000,    0.30000,   9.46906E+00,   4.44544E+00
   0.05000,    0.35000,   5.60876E+00,   3.44091E+00
   0.05000,    0.40000,   4.07227E+00,   2.92978E+00
   0.05000,    0.45000,   3.17306E+00,   2.57691E+00
   0.05000,    0.50000,   2.48938E+00,   2.27323E+00
   0.05000,    0.55000,   1.92336E+00,   1.99074E+00
   0.05000,    0.60000,   1.45664E+00,   1.72690E+00
   0.05000,    0.65000,   1.08281E+00,   1.48491E+00
   0.05000,    0.70000,   7.92548E-01,   1.26761E+00
   0.05000,    0.75000,   5.73081E-01,   1.07607E+00
   0.05000,    0.80000,   4.10599E-01,   9.09736E-01
   0.05000,    0.85000,   2.92197E-01,   7.66884E-01
   0.05000,    0.90000,   2.06914E-01,   6.45185E-01
   0.05000,    0.95000,   1.46002E-01,   5.42095E-01
   0.05000,    1.00000,   1.02766E-01,   4.55124E-01
   0.05000,    1.05000,   7.22182E-02,   3.81971E-01
   0.05000,    1.10000,   5.07079E-02,   3.20575E-01
   0.05000,    1.15000,   3.55980E-02,   2.69126E-01
   0.05000,    1.20000,   2.49999E-02,   2.26056E-01
   0.05000,    1.25000,   1.75716E-02,   1.90018E-01
   0.05000,    1.30000,   1.23650E-02,   1.59863E-01
   0.05000,    1.35000,   8.71336E-03,   1.34621E-01
   0.05000,    1.40000,   6.14972E-03,   1.13478E-01
   0.05000,    1.45000,   4.34756E-03,   9.57537E-02
   0.05000,    1.50000,   3.07881E-03,   8.08810E-02
   0.05000,    1.55000,   2.18419E-03,   6.83892E-02
   0.05000,    1.60000,   1.55237E-03,   5.78872E-02
   0.05000,    1.65000,   1.10542E-03,   4.90500E-02
   0.05000,    1.70000,   7.88709E-04,   4.16067E-02
   0.05000,    1.75000,   5.63898E-04,   3.53316E-02
   0.05000,    1.80000,   4.04027E-04,   3.00363E-02
   0.05000,    1.85000,   2.90116E-04,   2.55632E-02
   0.05000,    1.90000,   2.08786E-04,   2.17806E-02
   0.05000,    1.95000,   1.50593E-04,   1.85781E-02
   0.05000,    2.00000,   1.08862E-04,   1.58636E-02
   0.10000,    0.00000,   3.75184E+03,   8.66338E+01
   0.10000,    0.05000,   2.38874E+03,   6.91252E+01
   0.10000,    0.10000,   7.87238E+02,   3.96837E+01
   0.10000,    0.15000,   1.98570E+02,   1.99454E+01
   0.10000,    0.20000,   5.13648E+01,   1.01818E+01
   0.10000,    0.25000,   1.70490E+01,   5.91783E+00
   0.10000,    0.30000,   8.10214E+00,   4.11911E+00
   0.10000,    0.35000,   5.18683E+00,   3.30863E+00
   0.10000,    0.40000,   3.88027E+00,   2.85751E+00
   0.10000,    0.45000,   3.05102E+00,   2.52468E+00
   0.10000,    0.50000,   2.39908E+00,   2.23003E+00
   0.10000,    0.55000,   1.85474E+00,   1.95383E+00
   0.10000,    0.60000,   1.40538E+00,   1.69555E+00
   0.10000,    0.65000,   1.04550E+00,   1.45866E+00
   0.10000,    0.70000,   7.66014E-01,   1.24594E+00
   0.10000,    0.75000,   5.54562E-01,   1.05839E+00
   0.10000,    0.80000,   3.97850E-01,   8.95420E-01
   0.10000,    0.85000,   2.83505E-01,   7.55362E-01
   0.10000,    0.90000,   2.01025E-01,   6.35940E-01
   0.10000,    0.95000,   1.42029E-01,   5.34689E-01
   0.10000,    1.00000,   1.00093E-01,   4.49197E-01
   0.10000,    1.05000,   7.04218E-02,   3.77227E-01
   0.10000,    1.10000,   4.95018E-02,   3.16776E-01
   0.10000,    1.15000,   3.47881E-02,   2.66082E-01
   0.10000,    1.20000,   2.44556E-02,   2.23614E-01
   0.10000,    1.25000,   1.72054E-02,   1.88056E-01
   0.10000,    1.30000,   1.21180E-02,   1.58283E-01
   0.10000,    1.35000,   8.54647E-03,   1.33347E-01
   0.10000,    1.40000,   6.03666E-03,   1.12449E-01
   0.10000,    1.45000,   4.27075E-03,   9.49197E-02
   0.10000,    1.50000,   3.02650E-03,   8.02039E-02
   0.10000,    1.55000,   2.14847E-03,   6.78385E-02
   0.10000,    1.60000,   1.52791E-03,   5.74384E-02
   0.10000,    1.65000,   1.08862E-03,   4.86835E-02
   0.10000,    1.70000,   7.77148E-04,   4.13069E-02
   0.10000,    1.75000,   5.55918E-04,   3.50860E-02
   0.10000,    1.80000,   3.98504E-04,   2.98346E-02
   0.10000,    1.85000,   2.86283E-04,   2.53974E-02
   0.10000,    1.90000,   2.06119E-04,   2.16439E-02
   0.10000,    1.95000,   1.48732E-04,   1.84653E-02
   0.10000,    2.00000,   1.07559E-04,   1.57702E-02
   0.15000,    0.00000,   5.75430E+02,   3.39305E+01
   0.15000,    0.05000,   4.29666E+02,   2.93225E+01
   0.15000,    0.10000,   1.98570E+02,   1.99454E+01
   0.15000,    0.15000,   7.16852E+01,   1.20106E+01
   0.15000,    0.20000,   2.59398E+01,   7.26726E+00
   0.15000,    0.25000,   1.14405E+01,   4.87005E+00
   0.15000,    0.30000,   6.58897E+00,   3.72158E+00
   0.15000,    0.35000,   4.64143E+00,   3.12810E+00
   0.15000,    0.40000,   3.59972E+00,   2.74849E+00
   0.15000,    0.45000,   2.86147E+00,   2.44171E+00
   0.15000,    0.50000,   2.25630E+00,   2.16028E+00
   0.15000,    0.55000,   1.74594E+00,   1.89405E+00
   0.15000,    0.60000,   1.32414E+00,   1.64475E+00
   0.15000,    0.65000,   9.86367E-01,   1.41613E+00
   0.15000,    0.70000,   7.23941E-01,   1.21082E+00
   0.15000,    0.75000,   5.25163E-01,   1.02971E+00
   0.15000,    0.80000,   3.77580E-01,   8.72191E-01
   0.15000,    0.85000,   2.69659E-01,   7.36643E-01
   0.15000,    0.90000,   1.91627E-01,   6.20904E-01
   0.15000,    0.95000,   1.35676E-01,   5.22632E-01
   0.15000,    1.00000,   9.58096E-02,   4.39534E-01
   0.15000,    1.05000,   6.75389E-02,   3.69484E-01
   0.15000,    1.10000,   4.75628E-02,   3.10570E-01
   0.15000,    1.15000,   3.34839E-02,   2.61104E-01
   0.15000,    1.20000,   2.35779E-02,   2.19617E-01
   0.15000,    1.25000,   1.66138E-02,   1.84841E-01
   0.15000,    1.30000,   1.17186E-02,   1.55694E-01
   0.15000,    1.35000,   8.27622E-03,   1.31257E-01
   0.15000,    1.40000,   5.85334E-03,   1.10758E-01
   0.15000,    1.45000,   4.14609E-03,   9.35495E-02
   0.15000,    1.50000,   2.94149E-03,   7.90910E-02
   0.15000,    1.55000,   2.09036E-03,   6.69327E-02
   0.15000,    1.60000,   1.48808E-03,   5.66998E-02
   0.15000,    1.65000,   1.06125E-03,   4.80801E-02
   0.15000,    1.70000,   7.58293E-04,   4.08131E-02
   0.15000,    1.75000,   5.42895E-04,   3.46811E-02
   0.15000,    1.80000,   3.89485E-04,   2.95021E-02
   0.15000,    1.85000,   2.80020E-04,   2.51238E-02
   0.15000,    1.90000,   2.01757E-04,   2.14184E-02
   0.15000,    1.95000,   1.45685E-04,   1.82791E-02
   0.15000,    2.00000,   1.05425E-04,   1.56162E-02
   0.20000,    0.00000,   1.04072E+02,   1.44577E+01
   0.20000,    0.05000,   8.59085E+01,   1.31423E+01
   0.20000,    0.10000,   5.13650E+01,   1.01818E+01
   0.20000,    0.15000,   2.59398E+01,   7.26726E+00
   0.20000,    0.20000,   1.32360E+01,   5.22741E+00
   0.20000,    0.25000,   7.74908E+00,   4.02704E+00
   0.20000,    0.30000,   5.32988E+00,   3.35035E+00
   0.20000,    0.35000,   4.08200E+00,   2.92978E+00
   0.20000,    0.40000,   3.26541E+00,   2.61293E+00
   0.20000,    0.45000,   2.62019E+00,   2.33255E+00
   0.20000,    0.50000,   2.07131E+00,   2.06698E+00
   0.20000,    0.55000,   1.60464E+00,   1.81384E+00
   0.20000,    0.60000,   1.21867E+00,   1.57659E+00
   0.20000,    0.65000,   9.09599E-01,   1.35907E+00
   0.20000,    0.70000,   6.69268E-01,   1.16368E+00
   0.20000,    0.75000,   4.86890E-01,   9.91183E-01
   0.20000,    0.80000,   3.51127E-01,   8.40941E-01
   0.20000,    0.85000,   2.51540E-01,   7.11421E-01
   0.20000,    0.90000,   1.79292E-01,   6.00608E-01
   0.20000,    0.95000,   1.27314E-01,   5.06327E-01
   0.20000,    1.00000,   9.01568E-02,   4.26447E-01
   0.20000,    1.05000,   6.37240E-02,   3.58981E-01
   0.20000,    1.10000,   4.49905E-02,   3.02139E-01
   0.20000,    1.15000,   3.17497E-02,   2.54332E-01
   0.20000,    1.20000,   2.24080E-02,   2.14172E-01
   0.20000,    1.25000,   1.58237E-02,   1.80457E-01
   0.20000,    1.30000,   1.11841E-02,   1.52157E-01
   0.20000,    1.35000,   7.91380E-03,   1.28399E-01
   0.20000,    1.40000,   5.60706E-03,   1.08444E-01
   0.20000,    1.45000,   3.97831E-03,   9.16721E-02
   0.20000,    1.50000,   2.82691E-03,   7.75648E-02
   0.20000,    1.55000,   2.01191E-03,   6.56895E-02
   0.20000,    1.60000,   1.43424E-03,   5.56853E-02
   0.20000,    1.65000,   1.02421E-03,   4.72507E-02
   0.20000,    1.70000,   7.32740E-04,   4.01338E-02
   0.20000,    1.75000,   5.25224E-04,   3.41238E-02
   0.20000,    1.80000,   3.77234E-04,   2.90442E-02
   0.20000,    1.85000,   2.71503E-04,   2.47468E-02
   0.20000,    1.90000,   1.95820E-04,   2.11075E-02
   0.20000,    1.95000,   1.41535E-04,   1.80221E-02
   0.20000,    2.00000,   1.02516E-04,   1.54035E-02
   0.25000,    0.00000,   2.59129E+01,   7.26726E+00
   0.25000,    0.05000,   2.31156E+01,   6.87044E+00
   0.25000,    0.10000,   1.70491E+01,   5.91783E+00
   0.25000,    0.15000,   1.14405E+01,   4.87005E+00
   0.25000,    0.20000,   7.74906E+00,   4.02704E+00
   0.25000,    0.25000,   5.62696E+00,   3.44091E+00
   0.25000,    0.30000,   4.38464E+00,   3.03701E+00
   0.25000,    0.35000,   3.55329E+00,   2.72806E+00
   0.25000,    0.40000,   2.90203E+00,   2.45793E+00
   0.25000,    0.45000,   2.34356E+00,   2.20180E+00
   0.25000,    0.50000,   1.85646E+00,   1.95383E+00
   0.25000,    0.55000,   1.44032E+00,   1.71637E+00
   0.25000,    0.60000,   1.09609E+00,   1.49379E+00
   0.25000,    0.65000,   8.20337E-01,   1.28975E+00
   0.25000,    0.70000,   6.05594E-01,   1.10638E+00
   0.25000,    0.75000,   4.42198E-01,   9.44285E-01
   0.25000,    0.80000,   3.20134E-01,   8.02825E-01
   0.25000,    0.85000,   2.30232E-01,   6.80589E-01
   0.25000,    0.90000,   1.64731E-01,   5.75741E-01
   0.25000,    0.95000,   1.17406E-01,   4.86305E-01
   0.25000,    1.00000,   8.34343E-02,   4.10340E-01
   0.25000,    1.05000,   5.91715E-02,   3.46028E-01
   0.25000,    1.10000,   4.19107E-02,   2.91721E-01
   0.25000,    1.15000,   2.96668E-02,   2.45948E-01
   0.25000,    1.20000,   2.09987E-02,   2.07418E-01
   0.25000,    1.25000,   1.48691E-02,   1.75010E-01
   0.25000,    1.30000,   1.05365E-02,   1.47757E-01
   0.25000,    1.35000,   7.47367E-03,   1.24838E-01
   0.25000,    1.40000,   5.30725E-03,   1.05557E-01
   0.25000,    1.45000,   3.77362E-03,   8.93264E-02
   0.25000,    1.50000,   2.68683E-03,   7.56555E-02
   0.25000,    1.55000,   1.91581E-03,   6.41325E-02
   0.25000,    1.60000,   1.36816E-03,   5.44134E-02
   0.25000,    1.65000,   9.78665E-04,   4.62099E-02
   0.25000,    1.70000,   7.01274E-04,   3.92806E-02
   0.25000,    1.75000,   5.03432E-04,   3.34233E-02
   0.25000,    1.80000,   3.62103E-04,   2.84680E-02
   0.25000,    1.85000,   2.60970E-04,   2.42720E-02
   0.25000,    1.90000,   1.88468E-04,   2.07156E-02
   0.25000,    1.95000,   1.36389E-04,   1.76981E-02
   0.25000,    2.00000,   9.89034E-05,   1.51351E-02
   0.30000,    0.00000,   1.00396E+01,   4.57434E+00
   0.30000,    0.05000,   9.46903E+00,   4.44544E+00
   0.30000,    0.10000,   8.10210E+00,   4.11911E+00
   0.30000,    0.15000,   6.58893E+00,   3.72158E+00
   0.30000,    0.20000,   5.32984E+00,   3.35035E+00
   0.30000,    0.25000,   4.38462E+00,   3.03701E+00
   0.30000,    0.30000,   3.65987E+00,   2.76933E+00
   0.30000,    0.35000,   3.05815E+00,   2.52468E+00
   0.30000,    0.40000,   2.52602E+00,   2.28787E+00
   0.30000,    0.45000,   2.04765E+00,   2.05404E+00
   0.30000,    0.50000,   1.62503E+00,   1.82505E+00
   0.30000,    0.55000,   1.26331E+00,   1.60539E+00
   0.30000,    0.60000,   9.64045E-01,   1.39953E+00
   0.30000,    0.65000,   7.24083E-01,   1.21082E+00
   0.30000,    0.70000,   5.36761E-01,   1.04106E+00
   0.30000,    0.75000,   3.93711E-01,   8.90712E-01
   0.30000,    0.80000,   2.86366E-01,   7.59178E-01
   0.30000,    0.85000,   2.06908E-01,   6.45185E-01
   0.30000,    0.90000,   1.48718E-01,   5.47105E-01
   0.30000,    0.95000,   1.06460E-01,   4.63184E-01
   0.30000,    1.00000,   7.59742E-02,   3.91690E-01
   0.30000,    1.05000,   5.40980E-02,   3.30992E-01
   0.30000,    1.10000,   3.84646E-02,   2.79598E-01
   0.30000,    1.15000,   2.73271E-02,   2.36170E-01
   0.30000,    1.20000,   1.94098E-02,   1.99525E-01
   0.30000,    1.25000,   1.37892E-02,   1.68630E-01
   0.30000,    1.30000,   9.80145E-03,   1.42593E-01
   0.30000,    1.35000,   6.97248E-03,   1.20652E-01
   0.30000,    1.40000,   4.96485E-03,   1.02156E-01
   0.30000,    1.45000,   3.53920E-03,   8.65594E-02
   0.30000,    1.50000,   2.52599E-03,   7.33999E-02
   0.30000,    1.55000,   1.80521E-03,   6.22907E-02
   0.30000,    1.60000,   1.29194E-03,   5.29068E-02
   0.30000,    1.65000,   9.26019E-04,   4.49755E-02
   0.30000,    1.70000,   6.64828E-04,   3.82676E-02
   0.30000,    1.75000,   4.78142E-04,   3.25906E-02
   0.30000,    1.80000,   3.44511E-04,   2.77824E-02
   0.30000,    1.85000,   2.48703E-04,   2.37066E-02
   0.30000,    1.90000,   1.79891E-04,   2.02486E-02
   0.30000,    1.95000,   1.30376E-04,   1.73116E-02
   0.30000,    2.00000,   9.46770E-05,   1.48147E-02
   0.35000,    0.00000,   5.77086E+00,   3.49025E+00
   0.35000,    0.05000,   5.60867E+00,   3.44091E+00
   0.35000,    0.10000,   5.18674E+00,   3.30863E+00
   0.35000,    0.15000,   4.64136E+00,   3.12810E+00
   0.35000,    0.20000,   4.08195E+00,   2.92978E+00
   0.35000,    0.25000,   3.55326E+00,   2.72806E+00
   0.35000,    0.30000,   3.05813E+00,   2.52468E+00
   0.35000,    0.35000,   2.59048E+00,   2.31752E+00
   0.35000,    0.40000,   2.15114E+00,   2.10637E+00
   0.35000,    0.45000,   1.74793E+00,   1.89405E+00
   0.35000,    0.50000,   1.39006E+00,   1.68524E+00
   0.35000,    0.55000,   1.08361E+00,   1.48491E+00
   0.35000,    0.60000,   8.29927E-01,   1.29724E+00
   0.35000,    0.65000,   6.26112E-01,   1.12509E+00
   0.35000,    0.70000,   4.66454E-01,   9.69984E-01
   0.35000,    0.75000,   3.43960E-01,   8.32275E-01
   0.35000,    0.80000,   2.51535E-01,   7.11421E-01
   0.35000,    0.85000,   1.82718E-01,   6.06319E-01
   0.35000,    0.90000,   1.32018E-01,   5.15563E-01
   0.35000,    0.95000,   9.49814E-02,   4.37633E-01
   0.35000,    1.00000,   6.81110E-02,   3.71016E-01
   0.35000,    1.05000,   4.87237E-02,   3.14275E-01
   0.35000,    1.10000,   3.47968E-02,   2.66082E-01
   0.35000,    1.15000,   2.48257E-02,   2.25239E-01
   0.35000,    1.20000,   1.77037E-02,   1.90678E-01
   0.35000,    1.25000,   1.26248E-02,   1.61462E-01
   0.35000,    1.30000,   9.00583E-03,   1.36779E-01
   0.35000,    1.35000,   6.42801E-03,   1.15927E-01
   0.35000,    1.40000,   4.59159E-03,   9.83110E-02
   0.35000,    1.45000,   3.28282E-03,   8.34246E-02
   0.35000,    1.50000,   2.34954E-03,   7.08400E-02
   0.35000,    1.55000,   1.68354E-03,   6.01969E-02
   0.35000,    1.60000,   1.20786E-03,   5.11915E-02
   0.35000,    1.65000,   8.67801E-04,   4.35681E-02
   0.35000,    1.70000,   6.24430E-04,   3.71112E-02
   0.35000,    1.75000,   4.50047E-04,   3.16389E-02
   0.35000,    1.80000,   3.24927E-04,   2.69979E-02
   0.35000,    1.85000,   2.35018E-04,   2.30589E-02
   0.35000,    1.90000,   1.70304E-04,   1.97128E-02
   0.35000,    1.95000,   1.23643E-04,   1.68678E-02
   0.35000,    2.00000,   8.99357E-05,   1.44464E-02
   0.40000,    0.00000,   4.14113E+00,   2.95530E+00
   0.40000,    0.05000,   4.07216E+00,   2.92978E+00
   0.40000,    0.10000,   3.88017E+00,   2.85751E+00
   0.40000,    0.15000,   3.59964E+00,   2.74849E+00
   0.40000,    0.20000,   3.26535E+00,   2.61293E+00
   0.40000,    0.25000,   2.90199E+00,   2.45793E+00
   0.40000,    0.30000,   2.52600E+00,   2.28787E+00
   0.40000,    0.35000,   2.15113E+00,   2.10637E+00
   0.40000,    0.40000,   1.79108E+00,   1.91771E+00
   0.40000,    0.45000,   1.45853E+00,   1.72690E+00
   0.40000,    0.50000,   1.16308E+00,   1.53914E+00
   0.40000,    0.55000,   9.09979E-01,   1.35907E+00
   0.40000,    0.60000,   7.00125E-01,   1.19033E+00
   0.40000,    0.65000,   5.30983E-01,   1.03536E+00
   0.40000,    0.70000,   3.97871E-01,   8.95420E-01
   0.40000,    0.75000,   2.95156E-01,   7.70775E-01
   0.40000,    0.80000,   2.17157E-01,   6.60979E-01
   0.40000,    0.85000,   1.58691E-01,   5.65111E-01
   0.40000,    0.90000,   1.15326E-01,   4.81994E-01
   0.40000,    0.95000,   8.34385E-02,   4.10340E-01
   0.40000,    1.00000,   6.01570E-02,   3.48855E-01
   0.40000,    1.05000,   4.32569E-02,   2.96294E-01
   0.40000,    1.10000,   3.10458E-02,   2.51498E-01
   0.40000,    1.15000,   2.22542E-02,   2.13408E-01
   0.40000,    1.20000,   1.59412E-02,   1.81075E-01
   0.40000,    1.25000,   1.14162E-02,   1.53661E-01
   0.40000,    1.30000,   8.17635E-03,   1.30433E-01
